chromosome	start	end	gene_chr	gene_start_pos	gene_end_pos	width	strand	gene_id	gene_name	gene_biotype
2	38590	3831532	2	325120	325236	117	-	ENSBGRG00000002321	FBXO42	protein_coding
2	38590	3831532	2	319279	324586	5308	-	ENSBGRG00000002321	FBXO42	protein_coding
2	38590	3831532	2	381872	419564	37693	-	ENSBGRG00000002334	NA	lncRNA
2	38590	3831532	2	381872	419564	37693	-	ENSBGRG00000002334	NA	lncRNA
2	38590	3831532	2	419091	419564	474	-	ENSBGRG00000002334	NA	lncRNA
2	38590	3831532	2	381872	382984	1113	-	ENSBGRG00000002334	NA	lncRNA
2	38590	3831532	2	438254	441838	3585	-	ENSBGRG00000002342	NA	protein_coding
2	38590	3831532	2	438254	441838	3585	-	ENSBGRG00000002342	NA	protein_coding
2	38590	3831532	2	438254	441838	3585	-	ENSBGRG00000002342	NA	protein_coding
2	38590	3831532	2	443432	468550	25119	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	443432	468550	25119	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	443432	443482	51	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	465621	465670	50	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	467218	467472	255	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	468448	468550	103	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	443439	468550	25112	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	443439	443482	44	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	467218	467472	255	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	468448	468550	103	+	ENSBGRG00000002351	SZRD1	protein_coding
2	38590	3831532	2	474261	518453	44193	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	474261	518453	44193	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	518420	518453	34	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	509337	509397	61	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	507791	507839	49	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	505315	505554	240	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	505306	505312	7	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	505112	505292	181	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	504650	504738	89	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	500896	501033	138	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	495441	495512	72	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	495205	495322	118	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	475594	475769	176	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	474739	474916	178	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	474261	474303	43	-	ENSBGRG00000002384	SPATA21	protein_coding
2	38590	3831532	2	528567	542197	13631	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	528567	542197	13631	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	528567	528658	92	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	530805	530905	101	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	533600	533704	105	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	533790	533871	82	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	535415	535523	109	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	538024	538201	178	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	541881	542197	317	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	528567	541929	13363	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	528567	528658	92	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	533600	533704	105	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	535415	535523	109	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	538024	538201	178	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	540990	541074	85	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	541881	541929	49	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	530653	541929	11277	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	530653	530905	253	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	533600	533704	105	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	533790	533871	82	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	535415	535523	109	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	538024	538201	178	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	540990	541074	85	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	541881	541929	49	+	ENSBGRG00000002425	NECAP2	protein_coding
2	38590	3831532	2	557326	608335	51010	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	557326	608335	51010	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	557326	557367	42	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	557913	558027	115	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	558643	558644	2	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	558647	558790	144	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	563989	564174	186	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	564258	564341	84	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	564414	564475	62	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	564552	564717	166	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	565340	565446	107	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	569562	569786	225	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	570460	570556	97	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	571202	571285	84	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	571689	571919	231	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	572601	572800	200	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	575469	575651	183	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	576720	576864	145	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	577465	577611	147	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	578309	578539	231	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	579237	579430	194	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	579619	579746	128	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	580688	580857	170	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	582715	582894	180	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	584502	584636	135	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	585070	585213	144	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	586122	586360	239	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	586854	587013	160	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	589416	589583	168	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	590792	591143	352	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	599055	599224	170	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	599439	599559	121	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	599732	599895	164	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	601843	602058	216	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	602967	603191	225	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	603559	603708	150	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	603976	604176	201	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	604455	604586	132	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	607416	607580	165	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	608249	608335	87	+	ENSBGRG00000002459	CROCC	protein_coding
2	38590	3831532	2	609270	613786	4517	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	609270	613786	4517	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	613750	613786	37	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	612335	612424	90	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	612138	612164	27	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	611942	612028	87	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	611777	611821	45	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	610716	610803	88	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	610533	610606	74	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	609270	610373	1104	-	ENSBGRG00000002548	MFAP2	protein_coding
2	38590	3831532	2	619901	643361	23461	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	619901	643361	23461	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	643352	643361	10	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	636452	636546	95	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	635948	636130	183	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	635579	635637	59	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	635297	635423	127	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	634764	634840	77	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	632872	632949	78	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	632641	632710	70	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	631728	631862	135	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	631580	631646	67	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	630837	630965	129	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	630174	630329	156	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	628345	628455	111	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	628220	628266	47	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	627947	628135	189	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	625257	625463	207	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	624694	624789	96	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	624458	624614	157	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	624265	624385	121	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	624035	624159	125	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	622807	622967	161	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	622571	622687	117	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	622396	622475	80	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	621782	621934	153	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	621605	621701	97	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	620650	620873	224	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	620417	620568	152	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	620118	620287	170	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	619901	620035	135	-	ENSBGRG00000002593	ATP13A2	protein_coding
2	38590	3831532	2	652991	692656	39666	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	652991	692656	39666	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	692434	692656	223	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	675316	675443	128	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	665476	665561	86	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	663120	663256	137	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	660057	660173	117	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	656694	656795	102	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	655299	655421	123	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	652991	653068	78	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	652991	691300	38310	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	691214	691300	87	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	675316	675443	128	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	665476	665561	86	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	661902	662038	137	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	660057	660173	117	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	656694	656795	102	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	655299	655421	123	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	652991	653068	78	-	ENSBGRG00000002755	SDHB	protein_coding
2	38590	3831532	2	715039	784307	69269	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	715039	784307	69269	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	784062	784307	246	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	759550	759733	184	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	758412	758484	73	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	747452	747513	62	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	738338	738455	118	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	737442	737567	126	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	730793	730971	179	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	727676	727779	104	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	726964	727075	112	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	726342	726449	108	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	722734	722885	152	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	721396	721540	145	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	720547	720640	94	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	718799	718884	86	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	715890	716018	129	-	ENSBGRG00000002780	PADI2	protein_coding
2	38590	3831532	2	715039	715272	234	-	ENSBGRG00000002780	PADI2	protein_coding
