chromosome	start	end	gene_id	gene_name	gene_biotype
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LIPI	LIPI	
NC_037328.1	22834818	23381127	LOC782921	LOC782921	pseudogene
NC_037328.1	34530342	35312916	LOC100138273	LOC100138273	pseudogene
NC_037328.1	34530342	35312916	VGLL3	VGLL3	protein_coding
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	VGLL3	VGLL3	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	protein_coding
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	34530342	35312916	LOC101902812	LOC101902812	
NC_037328.1	35605227	35733804	LOC132346261	LOC132346261	lncRNA
NC_037328.1	35605227	35733804	LOC132346261	LOC132346261	
NC_037328.1	35605227	35733804	LOC132346261	LOC132346261	
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	lncRNA
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	
NC_037328.1	43255306	43326217	LOC132345507	LOC132345507	
NC_037328.1	43255306	43326217	LOC104970823	LOC104970823	pseudogene
NC_037328.1	45145543	45593178	TFG	TFG	protein_coding
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	TFG	TFG	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	protein_coding
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
NC_037328.1	45145543	45593178	ABI3BP	ABI3BP	
